school,sex,age,Pstatus,studytime,failures,paid,activities,higher,romantic,famrel,freetime,goout,health,absences,G1,G2,G3,G1_10,G2_10,G3_10,school_encoded,sex_encoded,Pstatus_encoded,paid_encoded,activities_encoded,higher_encoded,romantic_encoded,G_Avg
GP,M,18.0,T,3.0,0,yes,no,yes,yes,5.0,4.0,5,5,0.0,10,10,9,5.0,5.0,4.5,0,1,1,1,0,1,1,10.0
GP,F,17.0,T,3.0,0,yes,yes,yes,yes,4.0,4.0,3,4,0.0,13,15,15,6.5,7.5,7.5,0,0,1,1,1,1,1,14.0
MS,M,18.0,T,1.0,1,no,no,yes,no,2.5,5.0,5,5,10.0,11,13,13,5.5,6.5,6.5,1,1,1,0,0,1,0,12.0
MS,M,19.0,T,2.0,3,no,no,yes,no,5.0,4.0,4,2,8.0,8,7,8,4.0,3.5,4.0,1,1,1,0,0,1,0,7.5
MS,M,17.0,T,2.0,0,yes,no,yes,no,4.0,5.0,4,3,2.0,13,13,13,6.5,6.5,6.5,1,1,1,1,0,1,0,13.0
MS,M,18.0,T,1.0,1,no,no,no,yes,4.0,3.0,3,3,7.0,8,7,8,4.0,3.5,4.0,1,1,1,0,0,0,1,7.5
MS,M,19.0,T,1.0,1,no,no,yes,no,4.0,4.0,4,5,4.0,8,8,8,4.0,4.0,4.0,1,1,1,0,0,1,0,8.0
MS,M,17.0,T,2.0,0,yes,yes,yes,yes,4.0,5.0,5,2,4.0,13,11,11,6.5,5.5,5.5,1,1,1,1,1,1,1,12.0
MS,F,18.0,T,2.0,0,no,no,yes,yes,5.0,3.0,4,5,0.0,10,9,9,5.0,4.5,4.5,1,0,1,0,0,1,1,9.5
MS,F,17.0,T,2.0,0,yes,yes,yes,no,4.0,3.0,3,5,4.0,12,13,13,6.0,6.5,6.5,1,0,1,1,1,1,0,12.5
MS,F,17.0,A,2.0,0,no,no,yes,yes,2.5,2.0,3,5,2.0,12,12,11,6.0,6.0,5.5,1,0,0,0,0,1,1,12.0
MS,M,18.0,T,1.0,0,no,no,yes,yes,3.0,3.0,2,3,4.0,10,10,10,5.0,5.0,5.0,1,1,1,0,0,1,1,10.0
MS,F,18.0,T,3.0,0,no,no,yes,no,5.0,3.0,2,4,0.0,18,16,16,9.0,8.0,8.0,1,0,1,0,0,1,0,17.0
MS,F,18.0,A,2.0,0,no,no,yes,yes,4.0,3.0,4,5,0.0,13,13,13,6.5,6.5,6.5,1,0,0,0,0,1,1,13.0
MS,M,18.0,T,2.0,1,no,yes,no,no,4.0,4.0,3,5,2.0,13,12,12,6.5,6.0,6.0,1,1,1,0,1,0,0,12.5
MS,F,18.0,T,2.0,0,no,no,yes,yes,4.0,3.0,2,3,0.0,11,11,10,5.5,5.5,5.0,1,0,1,0,0,1,1,11.0
MS,F,17.0,T,2.0,0,yes,yes,yes,yes,2.5,3.0,4,1,0.0,16,15,15,8.0,7.5,7.5,1,0,1,1,1,1,1,15.5
MS,F,17.0,T,2.0,0,no,no,yes,no,3.0,2.0,2,3,0.0,12,11,12,6.0,5.5,6.0,1,0,1,0,0,1,0,11.5
MS,M,18.0,T,2.0,0,yes,no,yes,no,3.0,3.0,4,3,4.0,10,10,10,5.0,5.0,5.0,1,1,1,1,0,1,0,10.0
MS,M,18.0,T,3.0,0,yes,no,yes,yes,4.0,2.0,2,5,0.0,13,13,13,6.5,6.5,6.5,1,1,1,1,0,1,1,13.0
MS,F,17.0,T,1.0,1,yes,no,yes,yes,5.0,2.0,1,1,0.0,7,6,0,3.5,3.0,0.0,1,0,1,1,0,1,1,6.5
MS,F,18.0,T,1.0,0,yes,no,yes,yes,5.0,2.0,3,4,0.0,11,10,10,5.5,5.0,5.0,1,0,1,1,0,1,1,10.5
MS,F,18.0,T,2.0,0,yes,no,yes,yes,3.0,2.0,2,5,10.0,14,12,11,7.0,6.0,5.5,1,0,1,1,0,1,1,13.0
MS,F,19.0,T,2.0,2,no,yes,yes,yes,3.0,2.0,2,3,4.0,7,7,9,3.5,3.5,4.5,1,0,1,0,1,1,1,7.0
MS,M,18.0,T,1.0,0,yes,yes,no,yes,4.0,3.0,3,3,3.0,14,12,12,7.0,6.0,6.0,1,1,1,1,1,0,1,13.0
MS,F,17.0,T,3.0,0,no,yes,yes,yes,3.0,4.0,3,3,8.0,13,11,11,6.5,5.5,5.5,1,0,1,0,1,1,1,12.0
MS,F,17.0,T,1.0,0,no,yes,yes,no,3.0,5.0,5,1,14.0,6,5,5,3.0,2.5,2.5,1,0,1,0,1,1,0,5.5
MS,F,18.0,T,3.0,0,no,no,yes,no,5.0,4.0,4,1,0.0,19,18,19,9.5,9.0,9.5,1,0,1,0,0,1,0,18.5
MS,F,18.0,T,3.0,0,no,no,yes,no,4.0,3.0,2,4,2.0,8,8,10,4.0,4.0,5.0,1,0,1,0,0,1,0,8.0
MS,F,20.0,T,3.0,2,yes,no,yes,yes,5.0,4.0,3,3,4.0,15,14,15,7.5,7.0,7.5,1,0,1,1,0,1,1,14.5
MS,F,18.0,T,2.0,0,yes,yes,yes,no,5.0,4.0,3,2,4.0,8,9,10,4.0,4.5,5.0,1,0,1,1,1,1,0,8.5
MS,F,18.0,T,2.0,0,yes,no,yes,yes,4.0,1.5,3,1,0.0,15,15,15,7.5,7.5,7.5,1,0,1,1,0,1,1,15.0
MS,F,17.0,T,2.0,0,yes,yes,yes,no,4.0,5.0,4,1,17.0,10,10,10,5.0,5.0,5.0,1,0,1,1,1,1,0,10.0
MS,M,18.0,T,2.0,0,yes,yes,yes,no,3.0,2.0,4,2,4.0,15,14,14,7.5,7.0,7.0,1,1,1,1,1,1,0,14.5
MS,M,18.0,T,1.0,0,no,yes,yes,yes,4.0,4.0,3,5,5.0,7,6,7,3.5,3.0,3.5,1,1,1,0,1,1,1,6.5
MS,M,17.0,T,2.0,0,no,yes,yes,no,4.0,4.0,3,3,2.0,11,11,10,5.5,5.5,5.0,1,1,1,0,1,1,0,11.0
MS,M,19.0,T,1.0,1,no,no,yes,no,4.0,3.0,2,5,0.0,6,5,0,3.0,2.5,0.0,1,1,1,0,0,1,0,5.5
MS,M,18.0,T,1.0,1,yes,no,yes,no,5.0,4.0,3,3,14.0,6,5,5,3.0,2.5,2.5,1,1,1,1,0,1,0,5.5
MS,F,18.0,T,3.0,0,yes,no,yes,no,5.0,3.0,3,4,2.0,10,9,10,5.0,4.5,5.0,1,0,1,1,0,1,0,9.5
MS,F,18.0,T,1.0,0,yes,yes,yes,yes,4.0,4.0,3,5,7.0,6,5,6,3.0,2.5,3.0,1,0,1,1,1,1,1,5.5
MS,F,19.0,T,3.0,1,no,yes,yes,no,5.0,4.0,2,5,0.0,7,5,0,3.5,2.5,0.0,1,0,1,0,1,1,0,6.0
MS,F,18.0,T,2.0,0,yes,no,yes,no,4.0,3.0,4,1,0.0,7,9,8,3.5,4.5,4.0,1,0,1,1,0,1,0,8.0
MS,F,18.0,T,2.0,1,no,yes,yes,no,2.5,1.5,1,5,0.0,6,5,0,3.0,2.5,0.0,1,0,1,0,1,1,0,5.5
MS,M,20.0,A,2.0,2,yes,no,yes,no,5.0,5.0,4,4,11.0,9,9,9,4.5,4.5,4.5,1,1,0,1,0,1,0,9.0
MS,M,17.0,T,1.0,0,no,no,yes,no,2.5,4.0,5,2,3.0,14,16,16,7.0,8.0,8.0,1,1,1,0,0,1,0,15.0
MS,M,21.0,T,1.0,3,no,no,yes,no,5.0,5.0,3,3,3.0,10,8,7,5.0,4.0,3.5,1,1,1,0,0,1,0,9.0
MS,M,18.0,T,1.0,0,no,no,yes,no,4.0,4.0,1,5,0.0,11,12,10,5.5,6.0,5.0,1,1,1,0,0,1,0,11.5
MS,M,19.0,T,1.0,0,no,no,yes,no,3.0,2.0,3,5,5.0,8,9,9,4.0,4.5,4.5,1,1,1,0,0,1,0,8.5
